prodcode	productname	drugsubstance	bnfcode	bnfchapter
54529	Clarithromycin 500mg Modified-release tablet (Hillcross Pharmaceuticals Ltd)	Clarithromycin	05010500	Macrolides
54867	Ciclosporin 50mg capsules (Sigma Pharmaceuticals Plc)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
54882	Clarithromycin 250mg tablets (Almus Pharmaceuticals Ltd)	Clarithromycin	00000000	Unknown
54897	Clarithromycin 250mg tablets (Tillomed Laboratories Ltd)	Clarithromycin	05010500	Macrolides
54903	Clarithromycin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)	Clarithromycin	05010500	Macrolides
54953	Clarithromycin 500mg powder for concentrate for solution for infusion vials (Martindale Pharmaceuticals Ltd)	Clarithromycin	05010500	Macrolides
54974	Ciclosporin 50mg capsules (Cubic Pharmaceuticals Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
54975	Ciclosporin 100mg capsules (Cubic Pharmaceuticals Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
55021	Ciclosporin 0.2% eye ointment preservative free	Ciclosporin	11080000/18010000	Miscellaneous Ophthalmic Preparations/Miscellaneous Specials
55116	Ciclosporin 25mg capsules (Cubic Pharmaceuticals Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
55133	Erythromycin 250mg gastro-resistant capsules (Kent Pharmaceuticals Ltd)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
55148	Clarithromycin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)	Clarithromycin	05010500	Macrolides
55300	Erythromycin 500mg Tablet (Teva UK Ltd)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
55397	Erythromycin 250mg gastro-resistant capsules (Waymade Healthcare Plc)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
55428	Clarithromycin 250mg/5ml oral suspension (Waymade Healthcare Plc)	Clarithromycin	05010500	Macrolides
55483	Erythromycin 250mg gastro-resistant tablets (Milpharm Ltd)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
55589	Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
55652	Daktarin 2% cream (Mawdsley-Brooks & Company Ltd)	Miconazole nitrate	13100200	Antifungal Preparations (topical, For Skin Conditions)
56203	Erythroped A 500mg tablets (Sigma Pharmaceuticals Plc)	Erythromycin ethyl succinate	05010500	Macrolides
57219	Fenofibrate micronised 200mg capsules (Sandoz Ltd)	Fenofibrate micronised	02120300	Fibrates
57267	Clarithromycin 125mg/5ml oral suspension (Waymade Healthcare Plc)	Clarithromycin	05010500	Macrolides
57398	Fluconazole 200mg capsules (Sigma Pharmaceuticals Plc)	Fluconazole	05020100	Triazole Antifungals
57489	Ciprofibrate 100mg tablets (Zentiva)	Ciprofibrate	02120300	Fibrates
57502	Daktarin 20mg/g oromucosal gel (Waymade Healthcare Plc)	Miconazole	12030200	Oropharyngeal Anti-infective Drugs
57526	Zineryt lotion (Dowelhurst Ltd)	Erythromycin/Zinc acetate	00000000	Unknown
57660	Clarithromycin 250mg tablets (Almus Pharmaceuticals Ltd)	Clarithromycin	05010500	Macrolides
58037	Clarithromycin 500mg tablets (Almus Pharmaceuticals Ltd)	Clarithromycin	05010500	Macrolides
58175	Clarithromycin 500mg tablets (Wockhardt UK Ltd)	Clarithromycin	05010500	Macrolides
58292	Fluconazole 150mg capsules (Sigma Pharmaceuticals Plc)	Fluconazole	05020100	Triazole Antifungals
58381	Fluconazole 150mg capsules (Bristol Laboratories Ltd)	Fluconazole	05020100	Triazole Antifungals
58487	Erythromycin 0.5% eye ointment	Erythromycin	11030100	Antibacterials (in Eye Preparation)
58635	Bezalip Mono 400mg modified-release tablets (DE Pharmaceuticals)	Bezafibrate	02120300	Fibrates
58756	Erythromycin ethyl succinate 125mg/5ml oral suspension (Waymade Healthcare Plc)	Erythromycin ethyl succinate	05010500	Macrolides
58760	Erythroped A 500mg tablets (Necessity Supplies Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
58824	Erythromycin 250mg gastro-resistant tablets (Kent Pharmaceuticals Ltd)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
58841	Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
58902	Clarithromycin 500mg tablets (Phoenix Healthcare Distribution Ltd)	Clarithromycin	05010500	Macrolides
58980	Zineryt lotion (Lexon (UK) Ltd)	Erythromycin/Zinc acetate	13060102	Topical Antibacterials For Acne
59002	Bezafibrate 400mg modified-release tablets (DE Pharmaceuticals)	Bezafibrate	02120300	Fibrates
59017	Fluconazole 150mg capsules (Kent Pharmaceuticals Ltd)	Fluconazole	05020100	Triazole Antifungals
59036	Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Pinewood Healthcare)	Erythromycin ethyl succinate	05010500	Macrolides
59100	Erythromycin 250mg gastro-resistant tablets (Waymade Healthcare Plc)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
59126	Erythromycin ethyl succinate 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
59249	Ciclosporin 50mg capsules (Colorama Pharmaceuticals Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
59250	Ciclosporin 100mg capsules (Colorama Pharmaceuticals Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
59441	Erythromycin ethyl succinate 125mg/5ml oral suspension (DE Pharmaceuticals)	Erythromycin ethyl succinate	05010500	Macrolides
59855	Ciclosporin 0.06% eye drops preservative free	Ciclosporin	11080000/18010000	Miscellaneous Ophthalmic Preparations/Miscellaneous Specials
60011	Fluconazole 150mg capsules (Aurobindo Pharma Ltd)	Fluconazole	05020100	Triazole Antifungals
60190	Erythromycin 250mg gastro-resistant tablets (Waymade Healthcare Plc)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
60263	Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
60308	Erythromycin ethyl succinate 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
60385	Bezalip Mono 400mg modified-release tablets (Lexon (UK) Ltd)	Bezafibrate	02120300	Fibrates
60788	Fenofibrate micronised 267mg capsules (Zentiva)	Fenofibrate micronised	02120300	Fibrates
60805	Clarithromycin 500mg tablets (Waymade Healthcare Plc)	Clarithromycin	05010500	Macrolides
60828	Erythromycin 250mg gastro-resistant tablets (Bristol Laboratories Ltd)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
61001	Clarithromycin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)	Clarithromycin	05010500	Macrolides
61223	Fluconazole 150mg capsules (Phoenix Healthcare Distribution Ltd)	Fluconazole	05020100	Triazole Antifungals
61264	Erythromycin 250mg gastro-resistant tablets (DE Pharmaceuticals)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
61561	Erythromycin ethyl succinate 250mg/5ml oral suspension (Waymade Healthcare Plc)	Erythromycin ethyl succinate	05010500	Macrolides
61612	Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Waymade Healthcare Plc)	Erythromycin ethyl succinate	05010500	Macrolides
61830	Clarithromycin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)	Clarithromycin	05010500	Macrolides
62051	Ciclosporin 25mg capsules (Niche Pharma Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
62101	Fluconazole 200mg capsules (Relonchem Ltd)	Fluconazole	05020100	Triazole Antifungals
62143	Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (DE Pharmaceuticals)	Erythromycin ethyl succinate	05010500	Macrolides
62466	Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
62897	Clarithromycin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)	Clarithromycin	05010500	Macrolides
62995	Erythromycin ethyl succinate 500mg/5ml oral suspension (A A H Pharmaceuticals Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
63032	Erythromycin ethyl succinate 250mg/5ml oral suspension (DE Pharmaceuticals)	Erythromycin ethyl succinate	05010500	Macrolides
63033	Clarithromycin 250mg tablets (Waymade Healthcare Plc)	Clarithromycin	05010500	Macrolides
63236	Klaricid 500 tablets (Necessity Supplies Ltd)	Clarithromycin	05010500	Macrolides
63458	Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
63737	Fenofibrate micronised 267mg capsules (Sigma Pharmaceuticals Plc)	Fenofibrate micronised	02120300	Fibrates
63798	Ciclosporin 100mg capsules (A A H Pharmaceuticals Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
64312	Erythromycin ethyl succinate 250mg/5ml oral suspension (Pinewood Healthcare)	Erythromycin ethyl succinate	05010500	Macrolides
64503	Bezalip Mono 400mg modified-release tablets (Waymade Healthcare Plc)	Bezafibrate	02120300	Fibrates
64511	Ikervis 0.1% eye drops 0.3ml unit dose (Santen UK Ltd)	Ciclosporin	11080000	Miscellaneous Ophthalmic Preparations
64615	Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Waymade Healthcare Plc)	Erythromycin ethyl succinate	05010500	Macrolides
64652	Ciclosporin 0.1% eye drops 0.3ml unit dose	Ciclosporin	11080000	Miscellaneous Ophthalmic Preparations
64732	Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
64857	Vanquoral 100mg capsules (Teva UK Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
64858	Vanquoral 50mg capsules (Teva UK Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
64889	Fluconazole 150mg capsules (Relonchem Ltd)	Fluconazole	05020100	Triazole Antifungals
64933	Fenofibrate micronised 267mg capsules (Ranbaxy (UK) Ltd)	Fenofibrate micronised	02120300	Fibrates
64984	Fenofibrate micronised 160mg tablets (Phoenix Healthcare Distribution Ltd)	Fenofibrate micronised	02120300	Fibrates
65259	Klaricid 500 tablets (Sigma Pharmaceuticals Plc)	Clarithromycin	05010500	Macrolides
65572	Fenofibrate micronised 160mg tablets (Thornton & Ross Ltd)	Fenofibrate micronised	02120300	Fibrates
65639	Ciclosporin 100mg capsules (J M McGill Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
65667	Erythroped A 500mg tablets (Mawdsley-Brooks & Company Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
65802	Restasis 0.05% eye drops 0.4ml unit dose (Imported (United States))	Ciclosporin	11080000/18010000	Miscellaneous Ophthalmic Preparations/Miscellaneous Specials
65956	Erythromycin ethyl succinate 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)	Erythromycin ethyl succinate	05010500	Macrolides
66087	Modalim 100mg tablets (Mawdsley-Brooks & Company Ltd)	Ciprofibrate	02120300	Fibrates
66092	Clarithromycin 500mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)	Clarithromycin	05010500	Macrolides
66197	Sacubitril 49mg / Valsartan 51mg tablets	Sacubitril/Valsartan	02050502/02050600	Angiotensin-ii Receptor Antagonists/Other Antihypertensives
66205	Entresto 49mg/51mg tablets (Novartis Pharmaceuticals UK Ltd)	Sacubitril/Valsartan	02050502/02050600	Angiotensin-ii Receptor Antagonists/Other Antihypertensives
66261	Entresto 24mg/26mg tablets (Novartis Pharmaceuticals UK Ltd)	Sacubitril/Valsartan	02050502/02050600	Angiotensin-ii Receptor Antagonists/Other Antihypertensives
66308	Fluconazole 100mg/50ml solution for infusion bottles	Fluconazole	05020100	Triazole Antifungals
66425	Bezafibrate 400mg modified-release tablets (A A H Pharmaceuticals Ltd)	Bezafibrate	02120300	Fibrates
66469	Colchicine 500microgram tablets (Alliance Healthcare (Distribution) Ltd)	Colchicine	10010450	Acute Attacks Of Gout
66473	Vanquoral 25mg capsules (Teva UK Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
66505	Fenofibrate 145mg / Simvastatin 40mg tablets	Simvastatin/Fenofibrate	02120300/02120400	Fibrates/Statins
66564	Bezafibrate 400mg modified-release tablets (Phoenix Healthcare Distribution Ltd)	Bezafibrate	02120300	Fibrates
66702	Sacubitril 24mg / Valsartan 26mg tablets	Sacubitril/Valsartan	02050502/02050600	Angiotensin-ii Receptor Antagonists/Other Antihypertensives
66780	Fenofibrate 145mg / Simvastatin 20mg tablets	Simvastatin/Fenofibrate	02120300/02120400	Fibrates/Statins
66785	Vanquoral 10mg capsules (Teva UK Ltd)	Ciclosporin	08020200/10010302/13050300	Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis
66819	Erythrocin 500 tablets (Waymade Healthcare Plc)	Erythromycin stearate	05010500	Macrolides
66829	Entresto 97mg/103mg tablets (Novartis Pharmaceuticals UK Ltd)	Sacubitril/Valsartan	02050502/02050600	Angiotensin-ii Receptor Antagonists/Other Antihypertensives
66931	Sacubitril 97mg / Valsartan 103mg tablets	Sacubitril/Valsartan	02050502/02050600	Angiotensin-ii Receptor Antagonists/Other Antihypertensives
66942	Fluconazole 50mg capsules (Relonchem Ltd)	Fluconazole	05020100	Triazole Antifungals
67157	Fenofibrate micronised 200mg capsules (Phoenix Healthcare Distribution Ltd)	Fenofibrate micronised	02120300	Fibrates
67329	Lipantil Micro 267 capsules (DE Pharmaceuticals)	Fenofibrate micronised	02120300	Fibrates
67560	Clarithromycin 250mg/5ml oral suspension (Almus Pharmaceuticals Ltd)	Clarithromycin	05010500	Macrolides
68226	Erythromycin ethyl succinate 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc)	Erythromycin ethyl succinate	05010500	Macrolides
68367	Erythromycin ethyl succinate 500mg tablets (Dawa Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
68723	Clarithromycin 125mg/5ml oral suspension (DE Pharmaceuticals)	Clarithromycin	05010500	Macrolides
68943	Clarithromycin 500mg tablets (Sigma Pharmaceuticals Plc)	Clarithromycin	05010500	Macrolides
69330	Erythromycin 250mg/5ml Liquid (Rosemont Pharmaceuticals Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
69403	Erythromycin 250mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
69480	Erythromycin 250mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
69528	Cholib 145mg/20mg tablets (Mylan)	Simvastatin/Fenofibrate	02120300/02120400	Fibrates/Statins
70311	Erythromycin ethyl succinate 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
70486	Cholib 145mg/40mg tablets (Mylan)	Simvastatin/Fenofibrate	02120300/02120400	Fibrates/Statins
70751	Bezalip Mono 400mg modified-release tablets (Sigma Pharmaceuticals Plc)	Bezafibrate	02120300	Fibrates
70753	Daktacort 2%/1% cream (Waymade Healthcare Plc)	Hydrocortisone/Miconazole nitrate	13040100	Topical Corticosteroids With Antimicrobials
70950	Fenofibrate micronised 200mg capsules (Waymade Healthcare Plc)	Fenofibrate micronised	02120300	Fibrates
71016	Ciprofibrate 100mg tablets (DE Pharmaceuticals)	Ciprofibrate	02120300	Fibrates
71033	Sodium fusidate 500mg powder and solvent for solution for infusion vials (Alliance Healthcare (Distribution) Ltd)	Sodium fusidate	05010700	Other Antibacterials
71052	Colchicine 500microgram tablets (Kent Pharmaceuticals Ltd)	Colchicine	10010450	Acute Attacks Of Gout
71061	Fluconazole 50mg capsules (Almus Pharmaceuticals Ltd)	Fluconazole	00000000	Unknown
71066	Erythromycin ethyl succinate 500mg tablets (Sigma Pharmaceuticals Plc)	Erythromycin ethyl succinate	05010500	Macrolides
71154	Klaricid Paediatric 125mg/5ml oral suspension (Dowelhurst Ltd)	Clarithromycin	05010500	Macrolides
71200	Clarithromycin 2% eye drops preservative free	Clarithromycin	05010500/11030000	Macrolides/Anti-infective Eye Preparations
71363	Erythrocin 500 tablets (Dowelhurst Ltd)	Erythromycin stearate	05010500	Macrolides
71423	Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
71435	Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
71532	Fluconazole 400mg/200ml infusion bags	Fluconazole	05020100	Triazole Antifungals
71680	Clarithromycin 250mg/5ml oral suspension (DE Pharmaceuticals)	Clarithromycin	05010500	Macrolides
71853	Colchicine 500microgram tablets (DE Pharmaceuticals)	Colchicine	10010450	Acute Attacks Of Gout
72092	Fenofibrate micronised 160mg tablets (Waymade Healthcare Plc)	Fenofibrate micronised	02120300	Fibrates
72108	Clarithromycin 500mg powder for solution for infusion vials (Bowmed Ibisqus Ltd)	Clarithromycin	05010500	Macrolides
72126	Clarithromycin 125mg/5ml oral suspension (Almus Pharmaceuticals Ltd)	Clarithromycin	05010500	Macrolides
72318	Clarithromycin 500mg tablets (Milpharm Ltd)	Clarithromycin	05010500	Macrolides
72439	Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Pinewood Healthcare)	Erythromycin ethyl succinate	05010500	Macrolides
73384	Fenofibrate micronised 200mg capsules (DE Pharmaceuticals)	Fenofibrate micronised	02120300	Fibrates
73385	Fenofibrate micronised 200mg capsules (Kent Pharmaceuticals Ltd)	Fenofibrate micronised	02120300	Fibrates
73461	Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
73491	Fenofibrate micronised 267mg capsules (A A H Pharmaceuticals Ltd)	Fenofibrate micronised	02120300	Fibrates
73643	Fluconazole 150mg capsules (Somex Pharma)	Fluconazole	05020100	Triazole Antifungals
73663	Erythromycin ethyl succinate 500mg/5ml oral suspension (Pinewood Healthcare)	Erythromycin ethyl succinate	05010500	Macrolides
73717	Isotrexin gel (Mawdsley-Brooks & Company Ltd)	Isotretinoin/Erythromycin	13060100	Topical Preparations For Acne
74009	Bezalip Mono 400mg modified-release tablets (Dowelhurst Ltd)	Bezafibrate	02120300	Fibrates
74161	Ezetimibe 10mg tablets (Mylan)	Ezetimibe	02120000	Lipid-Regulating Drugs
74182	Zineryt lotion (Mawdsley-Brooks & Company Ltd)	Erythromycin/Zinc acetate	13060102	Topical Antibacterials For Acne
74355	Erythromycin 250mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)	Erythromycin	05010500/13060201	Macrolides/Oral Antibacterials For Acne
74382	Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)	Erythromycin ethyl succinate	05010500	Macrolides
74616	Clarithromycin 250mg tablets (Milpharm Ltd)	Clarithromycin	05010500	Macrolides
74651	Erythromycin ethyl succinate 250mg/5ml oral suspension (Actavis UK Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
74825	Lipantil Micro 200 capsules (Waymade Healthcare Plc)	Fenofibrate micronised	02120300	Fibrates
75224	Fluconazole 150mg capsules (Ranbaxy (UK) Ltd)	Fluconazole	05020100	Triazole Antifungals
75316	Klaricid XL 500mg tablets (Dowelhurst Ltd)	Clarithromycin	05010500	Macrolides
75358	Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
75422	Erythromycin ethyl succinate 500mg tablets (Alliance Healthcare (Distribution) Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
75459	Aknemycin Plus solution (Lexon (UK) Ltd)	Erythromycin/Tretinoin	13060100	Topical Preparations For Acne
75595	Erythromycin 250mg/5ml Liquid (Berk Pharmaceuticals Ltd)	Erythromycin ethyl succinate	05010500	Macrolides
75623	Verkazia 0.1% eye drops 0.3ml unit dose (Santen UK Ltd)	Ciclosporin	11080000	Miscellaneous Ophthalmic Preparations
75871	Clarithromycin 500mg powder for concentrate for solution for infusion vials (Hameln Pharmaceuticals Ltd)	Clarithromycin	05010500	Macrolides
